Fotograma,tipo_objeto,confianza,ID,x1,y1,x2,y2,Matricula,Confianza,mx1,my1,mx2,my2,texto_matricula
1,bus,0.94,1,1402,52,1918,476,Si,0,0,0,0,0,???
1,car,0.85,2,1321,312,1398,371,Si,0,0,0,0,0,???
2,bus,0.94,1,1402,57,1918,470,Si,0,0,0,0,0,???
2,car,0.82,2,1321,312,1396,371,Si,0,0,0,0,0,???
3,bus,0.94,1,1393,65,1918,466,Si,0,0,0,0,0,???
3,car,0.82,2,1320,312,1395,371,Si,0,0,0,0,0,???
4,bus,0.9,1,1388,67,1918,467,Si,0,0,0,0,0,???
4,car,0.84,2,1317,311,1395,371,Si,0,0,0,0,0,???
5,bus,0.23,1,1392,73,1918,464,Si,0.23,0,0,0,0,???
5,car,0.82,2,1316,312,1394,371,Si,0,0,0,0,0,???
6,bus,0.94,1,1394,76,1918,461,Si,0,0,0,0,0,???
6,car,0.81,2,1317,312,1391,370,Si,0,0,0,0,0,???
7,bus,0.13,1,1391,79,1918,461,Si,0.13,0,0,0,0,???
7,car,0.8,2,1316,312,1390,370,Si,0,0,0,0,0,???
8,bus,0.13,1,1388,84,1918,458,Si,0.13,0,0,0,0,???
8,car,0.79,2,1314,312,1389,369,Si,0,0,0,0,0,???
9,bus,0.94,1,1385,88,1918,457,Si,0,0,0,0,0,???
9,car,0.79,2,1313,312,1387,368,Si,0,0,0,0,0,???
10,bus,0.12,1,1383,92,1918,457,Si,0.12,0,0,0,0,???
10,car,0.81,2,1311,312,1386,368,Si,0,0,0,0,0,???
11,bus,0.37,1,1382,95,1918,456,Si,0.37,0,0,0,0,322
11,car,0.81,2,1309,312,1386,368,Si,0,0,0,0,0,???
12,bus,0.11,1,1383,96,1918,456,Si,0.23,0,0,0,0,32887
12,car,0.79,2,1309,312,1384,368,Si,0,0,0,0,0,???
13,bus,0.14,1,1382,101,1914,452,Si,0.14,0,0,0,0,???
13,car,0.79,2,1309,312,1382,368,Si,0,0,0,0,0,???
14,bus,0.13,1,1382,104,1896,451,Si,0.31,0,0,0,0,232223
14,car,0.8,2,1309,312,1380,368,Si,0,0,0,0,0,???
15,bus,0.11,1,1380,107,1883,451,Si,0.33,0,0,0,0,490
15,car,0.78,2,1309,312,1378,368,Si,0,0,0,0,0,???
16,bus,0.24,1,1377,111,1865,450,Si,0.32,0,0,0,0,2232
16,car,0.78,2,1309,313,1375,367,Si,0,0,0,0,0,???
17,bus,0.11,1,1376,114,1866,449,Si,0.11,0,0,0,0,???
17,car,0.79,2,1309,313,1374,367,Si,0,0,0,0,0,???
18,bus,0.13,1,1377,117,1857,451,Si,0.18,0,0,0,0,73
18,car,0.78,2,1309,313,1373,366,Si,0,0,0,0,0,???
19,bus,0.48,1,1375,121,1834,448,Si,0.48,0,0,0,0,242
19,car,0.77,2,1308,314,1372,367,Si,0,0,0,0,0,???
20,bus,0.13,1,1374,126,1822,446,Si,0.43,0,0,0,0,21228
20,car,0.79,2,1308,314,1369,367,Si,0,0,0,0,0,???
21,bus,0.3,1,1372,127,1815,444,Si,0.3,0,0,0,0,EZZL
21,car,0.76,2,1308,313,1369,368,Si,0,0,0,0,0,???
22,bus,0.43,1,1370,132,1810,442,Si,0.43,0,0,0,0,ILE
22,car,0.74,2,1308,313,1368,368,Si,0,0,0,0,0,???
23,bus,0.17,1,1369,135,1812,442,Si,0.17,0,0,0,0,K
23,car,0.75,2,1308,313,1366,368,Si,0,0,0,0,0,???
24,bus,0.11,1,1370,140,1806,441,Si,0.11,0,0,0,0,???
24,car,0.72,2,1308,313,1366,366,Si,0,0,0,0,0,???
25,bus,0.3,1,1368,140,1781,442,Si,0.3,0,0,0,0,LEE
25,car,0.71,2,1308,311,1366,365,Si,0,0,0,0,0,???
26,bus,0.25,1,1366,142,1767,442,Si,0.39,0,0,0,0,
26,car,0.71,2,1308,312,1366,366,Si,0,0,0,0,0,???
27,bus,0.43,1,1366,144,1759,440,Si,0.43,0,0,0,0,DE
27,car,0.69,2,1308,311,1365,365,Si,0,0,0,0,0,???
28,bus,0.9,1,1363,148,1743,436,Si,0,0,0,0,0,???
28,car,0.68,2,1308,310,1365,366,Si,0,0,0,0,0,???
29,bus,0.15,1,1363,150,1736,436,Si,0.15,0,0,0,0,
29,car,0.65,2,1307,309,1363,365,Si,0,0,0,0,0,???
30,bus,0.29,1,1363,151,1733,438,Si,0.29,0,0,0,0,D17
30,car,0.63,2,1307,308,1361,365,Si,0,0,0,0,0,???
31,bus,0.14,1,1360,153,1730,431,Si,0.14,0,0,0,0,???
31,car,0.62,2,1305,307,1358,364,Si,0,0,0,0,0,???
32,bus,0.9,1,1361,155,1730,429,Si,0,0,0,0,0,???
32,car,0.64,2,1304,308,1357,363,Si,0,0,0,0,0,???
33,bus,0.13,1,1360,158,1709,424,Si,0.13,0,0,0,0,???
33,car,0.65,2,1304,309,1356,363,Si,0,0,0,0,0,???
34,bus,0.93,1,1357,159,1700,428,Si,0,0,0,0,0,???
34,car,0.63,2,1303,308,1355,363,Si,0,0,0,0,0,???
35,bus,0.93,1,1354,161,1696,431,Si,0,0,0,0,0,???
35,car,0.62,2,1302,308,1355,363,Si,0,0,0,0,0,???
36,bus,0.92,1,1356,163,1693,429,Si,0,0,0,0,0,???
37,bus,0.93,1,1355,166,1681,427,Si,0,0,0,0,0,???
37,car,0.61,2,1303,310,1351,363,Si,0,0,0,0,0,???
38,bus,0.13,1,1354,165,1674,425,Si,0.13,0,0,0,0,???
39,bus,0.91,1,1352,168,1669,424,Si,0,0,0,0,0,???
40,bus,0.35,1,1351,166,1661,422,Si,0.35,0,0,0,0,0R
41,bus,0.21,1,1348,169,1656,421,Si,0.21,0,0,0,0,0II
42,bus,0.14,1,1349,173,1650,416,Si,0.2,0,0,0,0,0R
43,bus,0.21,1,1345,175,1644,416,Si,0.21,0,0,0,0,F
44,bus,0.19,1,1344,176,1637,415,Si,0.19,0,0,0,0,DRAT
45,bus,0.11,1,1343,178,1638,414,Si,0.11,0,0,0,0,???
46,bus,0.18,1,1342,178,1630,412,Si,0.18,0,0,0,0,DM
47,bus,0.93,1,1341,181,1627,412,Si,0,0,0,0,0,???
48,bus,0.92,1,1342,182,1625,414,Si,0,0,0,0,0,???
49,bus,0.93,1,1340,184,1614,413,Si,0,0,0,0,0,???
50,bus,0.92,1,1341,185,1614,411,Si,0,0,0,0,0,???
51,bus,0.93,1,1340,188,1601,412,Si,0,0,0,0,0,???
52,bus,0.94,1,1337,187,1598,411,Si,0,0,0,0,0,???
53,bus,0.15,1,1336,189,1597,412,Si,0.15,0,0,0,0,0G
54,bus,0.93,1,1336,190,1592,412,Si,0,0,0,0,0,???
55,bus,0.28,1,1335,191,1593,408,Si,0.28,0,0,0,0,I
56,bus,0.22,1,1334,190,1583,409,Si,0.22,0,0,0,0,???
57,bus,0.21,1,1334,192,1579,408,Si,0.21,0,0,0,0,???
58,bus,0.91,1,1335,191,1576,407,Si,0,0,0,0,0,???
59,bus,0.92,1,1333,193,1570,406,Si,0,0,0,0,0,???
60,bus,0.91,1,1332,195,1567,403,Si,0,0,0,0,0,???
61,bus,0.9,1,1333,195,1564,404,Si,0,0,0,0,0,???
62,bus,0.91,1,1333,196,1562,405,Si,0,0,0,0,0,???
63,bus,0.91,1,1333,198,1555,406,Si,0,0,0,0,0,???
64,bus,0.89,1,1329,198,1551,405,Si,0,0,0,0,0,???
65,bus,0.87,1,1327,198,1549,403,Si,0,0,0,0,0,???
66,bus,0.85,1,1327,199,1543,401,Si,0,0,0,0,0,???
67,bus,0.81,1,1326,201,1538,399,Si,0,0,0,0,0,???
68,bus,0.77,1,1324,201,1537,396,Si,0,0,0,0,0,???
69,bus,0.77,1,1324,203,1534,397,Si,0,0,0,0,0,???
70,bus,0.13,1,1324,204,1531,395,Si,0.13,0,0,0,0,???
71,bus,0.76,1,1324,204,1528,398,Si,0,0,0,0,0,???
72,bus,0.76,1,1321,205,1524,396,Si,0,0,0,0,0,???
73,bus,0.77,1,1320,208,1524,394,Si,0,0,0,0,0,???
73,car,0.16,2,1286,318,1323,358,Si,0.16,0,0,0,0,???
74,bus,0.79,1,1321,209,1520,393,Si,0,0,0,0,0,???
75,bus,0.78,1,1320,210,1515,392,Si,0,0,0,0,0,???
76,bus,0.79,1,1319,210,1513,393,Si,0,0,0,0,0,???
77,bus,0.75,1,1319,211,1511,390,Si,0,0,0,0,0,???
78,bus,0.69,1,1318,212,1507,392,Si,0,0,0,0,0,???
79,bus,0.69,1,1318,212,1505,390,Si,0,0,0,0,0,???
80,bus,0.61,1,1316,213,1503,390,Si,0,0,0,0,0,???
81,bus,0.77,1,1317,214,1501,390,Si,0,0,0,0,0,???
82,bus,0.8,1,1315,215,1499,389,Si,0,0,0,0,0,???
83,bus,0.78,1,1316,214,1497,391,Si,0,0,0,0,0,???
84,bus,0.78,1,1314,214,1495,389,Si,0,0,0,0,0,???
85,bus,0.74,1,1314,215,1490,387,Si,0,0,0,0,0,???
86,bus,0.71,1,1314,216,1489,388,Si,0,0,0,0,0,???
87,bus,0.67,1,1317,216,1486,386,Si,0,0,0,0,0,???
88,bus,0.51,,1317,216,1485,386,Si,0,0,0,0,0,???
88,car,0.26,,1463,318,1516,380,Si,0,0,0,0,0,???
88,car,0.24,,1283,309,1315,353,Si,0,0,0,0,0,???
88,person,0.16,,1062,306,1086,362,No,,,,,,
88,car,0.13,,1286,298,1314,347,Si,0,0,0,0,0,???
88,car,0.13,,1224,316,1257,341,Si,0,0,0,0,0,???
88,car,0.13,,1262,308,1312,348,Si,0,0,0,0,0,???
89,bus,0.58,,1315,216,1481,387,Si,0,0,0,0,0,???
89,car,0.37,,1462,319,1515,379,Si,0,0,0,0,0,???
89,car,0.32,,1284,308,1315,352,Si,0,0,0,0,0,???
89,car,0.18,,1265,308,1312,349,Si,0,0,0,0,0,???
89,car,0.16,,1224,316,1257,341,Si,0,0,0,0,0,???
89,person,0.15,,1063,308,1088,360,No,,,,,,
90,bus,0.62,1,1313,217,1481,384,Si,0,0,0,0,0,???
91,car,0.46,,1457,317,1516,381,Si,0,0,0,0,0,???
91,car,0.31,,1281,307,1313,353,Si,0,0,0,0,0,???
91,car,0.22,,1265,309,1311,350,Si,0,0,0,0,0,???
91,person,0.15,,1063,311,1091,358,No,,,,,,
91,car,0.11,,1505,312,1568,384,Si,0,0,0,0,0,???
91,car,0.11,,1225,316,1257,341,Si,0,0,0,0,0,???
92,bus,0.47,,1313,220,1477,383,Si,0,0,0,0,0,???
92,car,0.45,,1460,317,1515,379,Si,0,0,0,0,0,???
92,car,0.3,,1279,312,1313,355,Si,0,0,0,0,0,???
92,car,0.23,,1267,312,1313,351,Si,0,0,0,0,0,???
92,person,0.2,,1063,312,1089,360,No,,,,,,
92,car,0.13,,1282,300,1313,347,Si,0,0,0,0,0,???
93,bus,0.69,1,1315,220,1474,381,Si,0,0,0,0,0,???
94,car,0.53,,1454,320,1514,379,Si,0,0,0,0,0,???
94,bus,0.52,,1312,221,1471,382,Si,0,0,0,0,0,???
94,car,0.41,,0,252,49,418,Si,0,0,0,0,0,???
94,car,0.31,,0,256,65,390,Si,0,0,0,0,0,???
94,car,0.31,,0,250,30,431,Si,0,0,0,0,0,???
94,car,0.24,,1280,311,1312,353,Si,0,0,0,0,0,???
94,car,0.19,,1268,311,1310,350,Si,0,0,0,0,0,???
94,car,0.19,,0,254,69,432,Si,0,0,0,0,0,???
94,car,0.17,,0,243,19,432,Si,0,0,0,0,0,???
94,car,0.11,,1281,301,1313,346,Si,0,0,0,0,0,???
94,person,0.11,,1064,312,1090,358,No,,,,,,
95,person,0.62,1,0,249,39,492,No,,,,,,
96,person,0.76,1,0,232,55,489,No,,,,,,
96,car,0.62,2,1451,319,1513,380,Si,0,0,0,0,0,???
97,person,0.8,1,0,234,60,487,No,,,,,,
97,car,0.73,2,1448,319,1514,382,Si,0,0,0,0,0,???
97,bus,0.71,3,1311,223,1464,381,Si,0,0,0,0,0,???
98,person,0.84,1,0,231,68,490,No,,,,,,
98,bus,0.76,2,1310,225,1463,380,Si,0,0,0,0,0,???
98,car,0.72,3,1449,320,1514,381,Si,0,0,0,0,0,???
99,person,0.83,1,0,235,72,490,No,,,,,,
99,bus,0.73,2,1310,226,1462,380,Si,0,0,0,0,0,???
99,car,0.73,3,1445,320,1514,380,Si,0,0,0,0,0,???
100,person,0.83,1,0,237,76,491,No,,,,,,
100,bus,0.79,2,1309,226,1460,380,Si,0,0,0,0,0,???
100,car,0.72,3,1442,319,1514,380,Si,0,0,0,0,0,???
101,person,0.84,1,0,234,75,494,No,,,,,,
101,bus,0.81,2,1308,226,1459,378,Si,0,0,0,0,0,???
101,car,0.68,3,1436,320,1516,381,Si,0,0,0,0,0,???
102,person,0.87,1,0,233,77,497,No,,,,,,
102,bus,0.71,2,1309,227,1458,379,Si,0,0,0,0,0,???
102,car,0.7,3,1437,320,1516,381,Si,0,0,0,0,0,???
103,person,0.86,1,0,231,82,493,No,,,,,,
103,bus,0.79,2,1309,228,1457,378,Si,0,0,0,0,0,???
103,car,0.7,3,1435,320,1517,382,Si,0,0,0,0,0,???
104,person,0.89,1,0,231,91,494,No,,,,,,
104,bus,0.14,2,1310,228,1457,379,Si,0.14,0,0,0,0,???
104,car,0.72,3,1436,320,1518,382,Si,0,0,0,0,0,???
105,person,0.84,1,3,233,98,490,No,,,,,,
105,car,0.73,2,1437,320,1519,382,Si,0,0,0,0,0,???
105,bus,0.63,3,1309,228,1456,379,Si,0,0,0,0,0,???
106,person,0.86,1,13,229,106,492,No,,,,,,
106,bus,0.78,2,1308,229,1453,379,Si,0,0,0,0,0,???
106,car,0.73,3,1435,320,1519,382,Si,0,0,0,0,0,???
107,person,0.88,1,24,228,117,491,No,,,,,,
107,bus,0.76,2,1309,230,1449,379,Si,0,0,0,0,0,???
107,car,0.74,3,1434,320,1519,382,Si,0,0,0,0,0,???
108,person,0.88,1,30,229,138,492,No,,,,,,
108,car,0.74,2,1434,320,1519,381,Si,0,0,0,0,0,???
108,bus,0.66,3,1309,232,1445,378,Si,0,0,0,0,0,???
109,person,0.85,1,31,230,153,490,No,,,,,,
109,car,0.74,2,1433,320,1518,381,Si,0,0,0,0,0,???
109,bus,0.66,3,1306,232,1445,378,Si,0,0,0,0,0,???
110,person,0.87,1,35,231,158,489,No,,,,,,
110,bus,0.77,2,1303,232,1446,377,Si,0,0,0,0,0,???
110,car,0.75,3,1431,321,1517,381,Si,0,0,0,0,0,???
111,person,0.87,1,39,233,164,487,No,,,,,,
111,car,0.76,2,1431,321,1518,381,Si,0,0,0,0,0,???
111,bus,0.76,3,1303,233,1443,377,Si,0,0,0,0,0,???
112,person,0.87,1,39,236,160,486,No,,,,,,
112,car,0.76,2,1430,320,1517,381,Si,0,0,0,0,0,???
112,bus,0.7,3,1300,233,1439,377,Si,0,0,0,0,0,???
113,person,0.86,1,38,242,167,487,No,,,,,,
113,car,0.77,2,1428,321,1517,382,Si,0,0,0,0,0,???
114,person,0.85,1,47,241,166,489,No,,,,,,
114,car,0.78,2,1428,321,1517,382,Si,0,0,0,0,0,???
115,person,0.84,1,54,239,167,491,No,,,,,,
115,car,0.8,2,1425,320,1517,382,Si,0,0,0,0,0,???
116,person,0.85,1,64,239,168,487,No,,,,,,
116,car,0.79,2,1424,321,1517,382,Si,0,0,0,0,0,???
117,person,0.81,1,79,238,169,484,No,,,,,,
117,car,0.79,2,1420,321,1517,382,Si,0,0,0,0,0,???
118,car,0.8,1,1420,320,1516,382,Si,0,0,0,0,0,???
118,person,0.8,2,90,238,171,481,No,,,,,,
119,car,0.8,1,1421,320,1516,382,Si,0,0,0,0,0,???
119,person,0.76,2,96,237,173,481,No,,,,,,
119,bus,0.61,3,1291,236,1429,374,Si,0,0,0,0,0,???
120,car,0.8,1,1418,321,1516,382,Si,0,0,0,0,0,???
120,person,0.73,2,101,241,180,478,No,,,,,,
120,bus,0.65,3,1291,237,1428,373,Si,0,0,0,0,0,???
121,person,0.78,1,107,239,185,479,No,,,,,,
121,car,0.77,2,1419,321,1517,382,Si,0,0,0,0,0,???
121,bus,0.69,3,1291,237,1427,374,Si,0,0,0,0,0,???
122,person,0.77,1,110,242,192,480,No,,,,,,
122,car,0.75,2,1417,321,1517,382,Si,0,0,0,0,0,???
122,bus,0.69,3,1291,238,1427,373,Si,0,0,0,0,0,???
123,person,0.82,1,111,242,202,479,No,,,,,,
123,car,0.74,2,1419,321,1517,382,Si,0,0,0,0,0,???
123,bus,0.67,3,1290,239,1427,373,Si,0,0,0,0,0,???
124,person,0.81,1,113,246,208,477,No,,,,,,
124,car,0.75,2,1421,322,1517,382,Si,0,0,0,0,0,???
124,bus,0.66,3,1289,239,1425,373,Si,0,0,0,0,0,???
125,person,0.8,1,115,249,214,476,No,,,,,,
125,car,0.76,2,1422,321,1517,382,Si,0,0,0,0,0,???
125,bus,0.66,3,1289,239,1423,373,Si,0,0,0,0,0,???
126,person,0.8,1,120,246,215,475,No,,,,,,
126,car,0.75,2,1423,322,1517,381,Si,0,0,0,0,0,???
126,bus,0.67,3,1290,239,1421,373,Si,0,0,0,0,0,???
127,person,0.81,1,125,239,221,475,No,,,,,,
127,car,0.75,2,1421,322,1516,381,Si,0,0,0,0,0,???
127,bus,0.66,3,1289,239,1419,372,Si,0,0,0,0,0,???
128,person,0.81,1,131,237,221,475,No,,,,,,
128,car,0.75,2,1422,322,1516,382,Si,0,0,0,0,0,???
128,bus,0.72,3,1289,239,1419,371,Si,0,0,0,0,0,???
129,person,0.78,1,144,247,225,474,No,,,,,,
129,bus,0.75,2,1289,241,1416,371,Si,0,0,0,0,0,???
129,car,0.74,3,1430,321,1516,381,Si,0,0,0,0,0,???
130,person,0.76,1,149,245,228,472,No,,,,,,
130,car,0.72,2,1432,321,1516,381,Si,0,0,0,0,0,???
130,bus,0.71,3,1287,241,1416,370,Si,0,0,0,0,0,???
131,person,0.8,1,157,243,234,471,No,,,,,,
131,car,0.72,2,1432,321,1515,381,Si,0,0,0,0,0,???
131,bus,0.7,3,1288,242,1415,369,Si,0,0,0,0,0,???
132,person,0.83,1,160,249,240,470,No,,,,,,
132,car,0.72,2,1429,321,1515,381,Si,0,0,0,0,0,???
132,bus,0.72,3,1287,241,1412,369,Si,0,0,0,0,0,???
133,person,0.84,1,167,245,245,470,No,,,,,,
133,car,0.73,2,1421,321,1515,382,Si,0,0,0,0,0,???
133,bus,0.71,3,1287,242,1411,368,Si,0,0,0,0,0,???
134,person,0.86,1,170,238,252,468,No,,,,,,
134,car,0.72,2,1425,321,1514,381,Si,0,0,0,0,0,???
135,person,0.86,1,178,239,261,467,No,,,,,,
135,car,0.72,2,1425,320,1513,382,Si,0,0,0,0,0,???
136,person,0.83,1,181,242,277,468,No,,,,,,
136,car,0.71,2,1423,321,1513,382,Si,0,0,0,0,0,???
136,bus,0.67,3,1287,246,1408,367,Si,0,0,0,0,0,???
137,person,0.83,1,184,249,278,468,No,,,,,,
137,car,0.72,2,1418,320,1513,382,Si,0,0,0,0,0,???
137,bus,0.72,3,1287,246,1409,367,Si,0,0,0,0,0,???
138,person,0.83,1,187,252,281,468,No,,,,,,
138,car,0.71,2,1421,320,1514,382,Si,0,0,0,0,0,???
138,bus,0.12,3,1286,247,1407,367,Si,0.12,0,0,0,0,???
139,person,0.85,1,190,258,282,469,No,,,,,,
139,car,0.71,2,1418,320,1514,382,Si,0,0,0,0,0,???
139,bus,0.67,3,1285,249,1405,368,Si,0,0,0,0,0,???
140,person,0.86,1,192,257,285,469,No,,,,,,
140,bus,0.7,2,1284,249,1405,368,Si,0,0,0,0,0,???
140,car,0.7,3,1420,321,1514,382,Si,0,0,0,0,0,???
141,person,0.87,1,195,264,286,469,No,,,,,,
141,bus,0.71,2,1283,249,1402,367,Si,0,0,0,0,0,???
141,car,0.7,3,1420,320,1516,382,Si,0,0,0,0,0,???
142,person,0.86,1,200,254,287,468,No,,,,,,
142,car,0.7,2,1421,321,1515,381,Si,0,0,0,0,0,???
143,person,0.84,1,205,253,288,466,No,,,,,,
143,car,0.69,2,1424,321,1514,381,Si,0,0,0,0,0,???
144,person,0.83,1,214,254,288,464,No,,,,,,
144,car,0.69,2,1423,321,1516,382,Si,0,0,0,0,0,???
145,person,0.83,1,223,244,291,464,No,,,,,,
145,car,0.68,2,1424,322,1516,382,Si,0,0,0,0,0,???
146,person,0.8,1,230,244,294,462,No,,,,,,
146,car,0.67,2,1425,323,1516,382,Si,0,0,0,0,0,???
146,bus,0.64,3,1277,248,1395,365,Si,0,0,0,0,0,???
147,person,0.8,1,233,243,295,460,No,,,,,,
147,car,0.62,2,1425,322,1515,381,Si,0,0,0,0,0,???
148,bus,0.64,1,1277,249,1394,366,Si,0,0,0,0,0,???
149,bus,0.72,1,1276,250,1392,365,Si,0,0,0,0,0,???
150,person,0.81,1,240,241,309,461,No,,,,,,
150,bus,0.74,2,1276,250,1392,365,Si,0,0,0,0,0,???
151,person,0.8,1,242,248,317,461,No,,,,,,
151,bus,0.76,2,1275,250,1391,364,Si,0,0,0,0,0,???
152,bus,0.78,1,1274,250,1389,364,Si,0,0,0,0,0,???
152,person,0.78,2,242,251,320,461,No,,,,,,
153,bus,0.83,1,1274,251,1386,364,Si,0,0,0,0,0,???
153,person,0.8,2,242,252,323,460,No,,,,,,
154,bus,0.15,1,1274,250,1385,364,Si,0.15,0,0,0,0,???
154,person,0.79,2,248,251,325,459,No,,,,,,
155,bus,0.78,1,1273,251,1384,361,Si,0,0,0,0,0,???
155,person,0.75,2,251,258,330,459,No,,,,,,
156,bus,0.79,1,1271,251,1382,362,Si,0,0,0,0,0,???
156,person,0.73,2,252,254,330,459,No,,,,,,
157,person,0.8,1,261,252,334,449,No,,,,,,
157,bus,0.76,2,1270,252,1381,362,Si,0,0,0,0,0,???
158,person,0.8,1,268,251,337,449,No,,,,,,
158,bus,0.76,2,1270,252,1379,362,Si,0,0,0,0,0,???
159,person,0.79,1,277,243,344,451,No,,,,,,
159,bus,0.71,2,1270,252,1378,362,Si,0,0,0,0,0,???
160,person,0.8,1,283,244,351,451,No,,,,,,
160,bus,0.11,2,1271,251,1380,362,Si,0.11,0,0,0,0,???
161,person,0.81,1,290,245,356,452,No,,,,,,
161,bus,0.11,2,1270,252,1379,362,Si,0.11,0,0,0,0,???
162,person,0.8,1,291,253,360,451,No,,,,,,
162,bus,0.78,2,1269,252,1378,361,Si,0,0,0,0,0,???
163,bus,0.23,1,1269,252,1377,361,Si,0.23,0,0,0,0,???
163,person,0.75,2,293,261,368,452,No,,,,,,
164,bus,0.32,1,1270,252,1375,361,Si,0.32,0,0,0,0,???
164,person,0.74,2,298,263,373,452,No,,,,,,
165,person,0.81,1,300,266,380,451,No,,,,,,
165,bus,0.11,2,1269,252,1374,362,Si,0.11,0,0,0,0,???
166,person,0.83,1,301,260,382,451,No,,,,,,
166,bus,0.77,2,1266,254,1373,360,Si,0,0,0,0,0,???
167,person,0.83,1,304,261,383,451,No,,,,,,
167,bus,0.17,2,1263,254,1370,360,Si,0.17,0,0,0,0,???
168,person,0.84,1,303,261,385,451,No,,,,,,
168,bus,0.79,2,1264,254,1371,359,Si,0,0,0,0,0,???
169,person,0.86,1,308,258,387,450,No,,,,,,
169,bus,0.8,2,1261,254,1369,358,Si,0,0,0,0,0,???
170,person,0.82,1,312,257,388,450,No,,,,,,
170,bus,0.79,2,1260,254,1368,357,Si,0,0,0,0,0,???
171,bus,0.78,1,1258,255,1366,358,Si,0,0,0,0,0,???
171,person,0.77,2,320,256,392,450,No,,,,,,
172,person,0.77,1,327,258,394,447,No,,,,,,
172,bus,0.76,2,1258,256,1365,357,Si,0,0,0,0,0,???
172,car,0.61,3,1425,323,1514,382,Si,0,0,0,0,0,???
173,person,0.78,1,333,259,395,446,No,,,,,,
173,bus,0.73,2,1258,256,1364,357,Si,0,0,0,0,0,???
174,person,0.81,1,337,257,397,444,No,,,,,,
174,bus,0.73,2,1259,257,1362,357,Si,0,0,0,0,0,???
175,bus,0.13,1,1258,257,1361,357,Si,0.13,0,0,0,0,???
175,person,0.61,2,340,259,400,444,No,,,,,,
176,bus,0.11,1,1257,257,1360,358,Si,0.11,0,0,0,0,???
177,bus,0.71,1,1256,257,1359,358,Si,0,0,0,0,0,???
177,car,0.61,2,1358,321,1398,357,Si,0,0,0,0,0,???
178,person,0.77,1,347,255,410,444,No,,,,,,
178,bus,0.11,2,1256,257,1358,358,Si,0.11,0,0,0,0,???
178,car,0.61,3,1360,321,1399,357,Si,0,0,0,0,0,???
179,person,0.81,1,347,254,413,444,No,,,,,,
179,bus,0.69,2,1256,257,1357,358,Si,0,0,0,0,0,???
179,car,0.62,3,1360,321,1400,356,Si,0,0,0,0,0,???
180,person,0.78,1,350,255,414,444,No,,,,,,
180,bus,0.65,2,1257,257,1356,358,Si,0,0,0,0,0,???
180,car,0.64,3,1361,321,1400,357,Si,0,0,0,0,0,???
181,person,0.76,1,347,256,419,444,No,,,,,,
181,car,0.65,2,1360,321,1401,356,Si,0,0,0,0,0,???
181,bus,0.64,3,1255,258,1355,357,Si,0,0,0,0,0,???
182,person,0.74,1,347,259,424,444,No,,,,,,
182,car,0.67,2,1355,321,1401,356,Si,0,0,0,0,0,???
183,person,0.74,1,357,260,425,443,No,,,,,,
183,car,0.65,2,1355,320,1401,356,Si,0,0,0,0,0,???
184,person,0.76,1,362,263,427,441,No,,,,,,
184,car,0.64,2,1357,321,1402,356,Si,0,0,0,0,0,???
185,person,0.76,1,367,263,430,440,No,,,,,,
185,car,0.63,2,1358,322,1400,356,Si,0,0,0,0,0,???
186,person,0.74,1,374,259,435,438,No,,,,,,
186,car,0.64,2,1361,321,1401,356,Si,0,0,0,0,0,???
187,person,0.75,1,380,256,440,441,No,,,,,,
187,car,0.63,2,1363,321,1401,356,Si,0,0,0,0,0,???
188,person,0.75,1,382,258,445,440,No,,,,,,
188,car,0.62,2,1363,322,1400,356,Si,0,0,0,0,0,???
189,person,0.78,1,386,256,449,438,No,,,,,,
189,car,0.63,2,1361,322,1400,356,Si,0,0,0,0,0,???
190,person,0.76,1,393,257,451,437,No,,,,,,
190,car,0.63,2,1361,321,1401,356,Si,0,0,0,0,0,???
191,person,0.73,1,394,266,459,438,No,,,,,,
191,car,0.64,2,1364,322,1400,356,Si,0,0,0,0,0,???
192,person,0.74,1,396,272,466,439,No,,,,,,
192,car,0.63,2,1364,322,1400,356,Si,0,0,0,0,0,???
193,person,0.75,1,397,270,468,438,No,,,,,,
193,car,0.62,2,1361,322,1398,356,Si,0,0,0,0,0,???
194,person,0.77,1,400,277,471,438,No,,,,,,
194,car,0.62,2,1360,322,1398,356,Si,0,0,0,0,0,???
195,person,0.72,1,399,266,473,438,No,,,,,,
195,car,0.62,2,1340,321,1382,353,Si,0,0,0,0,0,???
195,car,0.61,3,1362,322,1398,356,Si,0,0,0,0,0,???
196,person,0.73,1,400,266,475,438,No,,,,,,
196,car,0.61,2,1364,322,1398,356,Si,0,0,0,0,0,???
196,car,0.61,3,1340,322,1380,353,Si,0,0,0,0,0,???
197,person,0.74,1,404,271,474,436,No,,,,,,
198,person,0.74,1,411,270,477,436,No,,,,,,
199,person,0.75,1,414,269,477,434,No,,,,,,
200,person,0.75,1,420,270,477,431,No,,,,,,
201,person,0.73,1,425,266,480,432,No,,,,,,
202,person,0.75,1,428,261,484,431,No,,,,,,
203,person,0.73,1,431,256,486,429,No,,,,,,
203,car,0.61,2,1363,323,1398,356,Si,0,0,0,0,0,???
204,car,0.6,,1362,323,1397,356,Si,0,0,0,0,0,???
204,car,0.59,,1344,323,1381,352,Si,0,0,0,0,0,???
204,car,0.58,,1428,323,1511,380,Si,0,0,0,0,0,???
204,bus,0.23,,1248,261,1332,354,Si,0.23,0,0,0,0,???
