Fotograma,tipo_objeto,confianza,ID,x1,y1,x2,y2,Matricula,Confianza,mx1,my1,mx2,my2,texto_matricula
481,person,0.68,1,569,275,617,416,No,,,,,,
481,car,0.19,2,1306,319,1382,377,Si,0.19,0,0,0,0,???
482,person,0.7,1,573,276,617,415,No,,,,,,
483,person,0.66,1,574,277,623,416,No,,,,,,
484,person,0.62,1,576,276,623,414,No,,,,,,
485,car,0.54,,1303,321,1356,370,Si,0,0,0,0,0,???
485,car,0.37,,1383,324,1435,364,Si,0.37,0,0,0,0,12357
485,person,0.54,,577,275,623,413,No,,,,,,
485,person,0.48,,809,282,840,372,No,,,,,,
485,person,0.47,,608,275,654,407,No,,,,,,
485,car,0.26,,1389,323,1451,371,Si,0.26,0,0,0,0,???
485,car,0.4,,1431,325,1515,382,Si,0,0,0,0,0,???
485,car,0.24,,1457,325,1513,382,Si,0.24,0,0,0,0,???
485,car,0.38,,1045,314,1104,343,Si,0,0,0,0,0,???
485,car,0.37,,1054,317,1116,345,Si,0,0,0,0,0,???
485,car,0.33,,1422,324,1470,377,Si,0,0,0,0,0,???
485,car,0.25,,1317,318,1375,376,Si,0,0,0,0,0,???
485,car,0.24,,1333,320,1374,376,Si,0,0,0,0,0,???
485,car,0.21,,1368,321,1398,363,Si,0,0,0,0,0,???
485,car,0.18,,1509,313,1567,383,Si,0,0,0,0,0,???
485,car,0.13,,1356,322,1391,373,Si,0,0,0,0,0,???
485,car,0.12,,1089,317,1123,345,Si,0,0,0,0,0,???
486,person,0.66,1,609,273,662,410,No,,,,,,
487,person,0.62,1,616,274,663,411,No,,,,,,
488,person,0.63,1,585,277,639,413,No,,,,,,
489,person,0.62,1,586,275,637,413,No,,,,,,
490,person,0.59,,585,271,637,414,No,,,,,,
490,person,0.51,,619,274,665,411,No,,,,,,
490,car,0.52,,1385,324,1435,363,Si,0.52,0,0,0,0,???
490,car,0.44,,1299,321,1346,369,Si,0,0,0,0,0,???
490,car,0.21,,1431,325,1514,382,Si,0.33,0,0,0,0,???
490,car,0.39,,1456,325,1513,382,Si,0.39,0,0,0,0,???
490,car,0.27,,1390,323,1448,371,Si,0.27,0,0,0,0,???
490,car,0.39,,1049,315,1123,346,Si,0,0,0,0,0,???
490,car,0.38,,1299,329,1338,367,Si,0,0,0,0,0,???
490,car,0.34,,1366,322,1397,357,Si,0,0,0,0,0,???
490,car,0.32,,1426,324,1470,378,Si,0,0,0,0,0,???
490,car,0.22,,1077,316,1124,345,Si,0,0,0,0,0,???
490,car,0.21,,1331,328,1365,373,Si,0,0,0,0,0,???
490,person,0.2,,816,282,845,367,No,,,,,,
490,car,0.19,,1322,317,1365,372,Si,0,0,0,0,0,???
490,car,0.18,,1509,313,1568,383,Si,0,0,0,0,0,???
491,person,0.67,1,586,271,638,414,No,,,,,,
492,person,0.69,1,588,273,639,413,No,,,,,,
493,person,0.63,1,590,273,639,413,No,,,,,,
494,person,0.66,1,591,273,638,412,No,,,,,,
495,person,0.71,1,592,274,639,412,No,,,,,,
496,person,0.72,1,594,276,639,411,No,,,,,,
497,person,0.68,1,594,277,639,409,No,,,,,,
498,person,0.7,1,596,278,637,410,No,,,,,,
498,person,0.65,2,632,279,677,412,No,,,,,,
498,car,0.64,3,1290,324,1344,364,Si,0,0,0,0,0,???
499,person,0.69,1,598,275,641,410,No,,,,,,
499,car,0.67,2,1064,315,1131,346,Si,0,0,0,0,0,???
499,person,0.65,3,634,275,678,410,No,,,,,,
499,car,0.63,4,1290,323,1345,363,Si,0,0,0,0,0,???
500,person,0.69,1,600,274,643,409,No,,,,,,
500,person,0.68,2,634,275,680,412,No,,,,,,
500,car,0.67,3,1064,316,1132,347,Si,0,0,0,0,0,???
500,car,0.12,4,1290,322,1348,364,Si,0.12,0,0,0,0,???
501,person,0.67,1,637,274,682,411,No,,,,,,
501,car,0.67,2,1066,316,1130,347,Si,0,0,0,0,0,???
501,car,0.24,3,1289,321,1347,363,Si,0.24,0,0,0,0,???
501,person,0.64,4,603,272,644,410,No,,,,,,
502,car,0.7,1,1289,322,1349,363,Si,0,0,0,0,0,???
502,person,0.7,2,607,271,647,409,No,,,,,,
502,car,0.65,3,1068,315,1133,346,Si,0,0,0,0,0,???
502,person,0.64,4,640,274,683,409,No,,,,,,
503,person,0.7,1,640,276,684,410,No,,,,,,
503,car,0.7,2,1070,314,1140,346,Si,0,0,0,0,0,???
503,car,0.69,3,1288,323,1347,363,Si,0,0,0,0,0,???
503,person,0.63,4,608,271,649,409,No,,,,,,
504,person,0.69,1,643,279,686,412,No,,,,,,
504,car,0.11,2,1288,323,1348,363,Si,0.11,0,0,0,0,???
504,person,0.66,3,610,274,652,409,No,,,,,,
504,car,0.63,4,1072,313,1141,346,Si,0,0,0,0,0,???
505,person,0.7,1,612,274,652,407,No,,,,,,
505,person,0.69,2,645,283,688,407,No,,,,,,
505,car,0.68,3,1075,313,1142,346,Si,0,0,0,0,0,???
505,car,0.63,4,1287,322,1347,362,Si,0,0,0,0,0,???
506,person,0.77,1,614,274,655,407,No,,,,,,
506,person,0.71,2,648,282,691,407,No,,,,,,
507,person,0.69,1,614,273,658,406,No,,,,,,
508,person,0.69,1,615,271,662,408,No,,,,,,
508,car,0.68,2,1076,313,1145,346,Si,0,0,0,0,0,???
509,person,0.65,1,615,271,671,408,No,,,,,,
510,person,0.69,1,616,271,665,404,No,,,,,,
510,car,0.63,2,1076,313,1152,348,Si,0,0,0,0,0,???
511,person,0.65,1,619,275,663,404,No,,,,,,
512,person,0.67,1,618,275,664,404,No,,,,,,
513,person,0.66,1,618,277,665,405,No,,,,,,
513,car,0.65,2,1282,321,1338,360,Si,0,0,0,0,0,???
514,car,0.67,1,1282,320,1339,361,Si,0,0,0,0,0,???
515,car,0.69,1,1282,319,1339,360,Si,0,0,0,0,0,???
516,car,0.68,1,1281,319,1338,361,Si,0,0,0,0,0,???
517,car,0.67,1,1281,320,1337,361,Si,0,0,0,0,0,???
518,car,0.68,1,1281,320,1336,361,Si,0,0,0,0,0,???
519,car,0.65,1,1281,320,1337,361,Si,0,0,0,0,0,???
519,person,0.62,2,626,275,680,404,No,,,,,,
520,person,0.64,1,629,275,677,404,No,,,,,,
520,car,0.62,2,1281,320,1338,360,Si,0,0,0,0,0,???
521,person,0.69,1,630,271,678,405,No,,,,,,
521,person,0.68,2,669,272,709,404,No,,,,,,
522,person,0.68,1,669,270,710,407,No,,,,,,
523,person,0.72,1,670,275,711,405,No,,,,,,
523,person,0.68,2,633,273,678,405,No,,,,,,
524,person,0.67,1,636,274,678,404,No,,,,,,
524,person,0.64,2,671,285,711,404,No,,,,,,
525,person,0.68,1,638,272,680,403,No,,,,,,
526,person,0.66,1,639,277,682,403,No,,,,,,
527,person,0.7,1,640,278,686,404,No,,,,,,
528,person,0.76,1,642,278,685,405,No,,,,,,
529,person,0.72,1,644,278,686,404,No,,,,,,
530,person,0.73,1,645,280,688,403,No,,,,,,
530,car,0.64,2,1112,310,1178,347,Si,0,0,0,0,0,???
531,person,0.71,1,647,281,689,404,No,,,,,,
531,car,0.61,2,1117,311,1178,346,Si,0,0,0,0,0,???
532,person,0.7,1,648,278,690,403,No,,,,,,
532,person,0.62,2,684,281,724,401,No,,,,,,
533,person,0.71,1,648,275,693,402,No,,,,,,
534,person,0.69,1,650,273,693,399,No,,,,,,
535,person,0.69,1,650,272,695,401,No,,,,,,
535,person,0.61,2,692,281,729,400,No,,,,,,
536,person,0.62,1,651,271,697,401,No,,,,,,
536,car,0.61,2,1342,322,1379,353,Si,0,0,0,0,0,???
537,car,0.61,1,1343,321,1382,353,Si,0,0,0,0,0,???
538,car,0.61,1,1343,321,1382,353,Si,0,0,0,0,0,???
539,car,0.58,,1343,321,1380,353,Si,0,0,0,0,0,???
539,car,0.28,,1368,322,1399,357,Si,0.28,0,0,0,0,45
539,person,0.55,,694,279,732,400,No,,,,,,
539,car,0.52,,1130,314,1184,346,Si,0,0,0,0,0,???
539,car,0.52,,1267,317,1310,354,Si,0,0,0,0,0,???
539,person,0.52,,655,271,699,401,No,,,,,,
539,car,0.8,,1383,324,1437,361,Si,0.8,0,0,0,0,???
539,car,0.22,,1385,323,1447,370,Si,0.34,0,0,0,0,???
539,car,0.12,,1453,324,1513,381,Si,0.12,0,0,0,0,???
539,car,0.11,,1431,325,1515,381,Si,0.32,0,0,0,0,1
539,car,0.46,,1305,320,1346,352,Si,0.46,0,0,0,0,???
539,car,0.39,,1272,318,1334,356,Si,0,0,0,0,0,???
539,car,0.14,,1428,324,1473,378,Si,0.17,0,0,0,0,???
539,person,0.34,,852,247,892,362,No,,,,,,
539,person,0.24,,659,268,733,400,No,,,,,,
539,car,0.21,,1508,313,1568,383,Si,0,0,0,0,0,???
539,car,0.21,,1118,311,1175,345,Si,0,0,0,0,0,???
539,car,0.15,,1227,318,1248,341,Si,0,0,0,0,0,???
539,car,0.11,,1261,315,1296,350,Si,0,0,0,0,0,???
540,car,0.59,,1343,321,1381,352,Si,0,0,0,0,0,???
540,car,0.12,,1366,322,1398,357,Si,0.32,0,0,0,0,???
540,person,0.54,,693,285,733,403,No,,,,,,
540,car,0.53,,1267,317,1310,354,Si,0,0,0,0,0,???
540,car,0.49,,1130,313,1185,346,Si,0,0,0,0,0,???
540,car,0.11,,1383,324,1438,361,Si,0.51,0,0,0,0,???
540,person,0.47,,657,276,698,401,No,,,,,,
540,car,0.77,,1385,324,1449,370,Si,0.77,0,0,0,0,1
540,car,0.16,,1453,324,1513,381,Si,0.42,0,0,0,0,???
540,car,0.63,,1306,319,1346,351,Si,0.63,0,0,0,0,???
540,car,0.15,,1431,324,1510,379,Si,0.15,0,0,0,0,???
540,person,0.35,,851,247,892,365,No,,,,,,
540,car,0.18,,1426,324,1472,378,Si,0.3,0,0,0,0,???
540,person,0.22,,661,273,737,400,No,,,,,,
540,car,0.21,,1508,313,1568,383,Si,0,0,0,0,0,???
540,car,0.19,,1118,312,1174,345,Si,0,0,0,0,0,???
540,car,0.15,,1227,318,1249,341,Si,0,0,0,0,0,???
540,person,0.12,,863,275,890,366,No,,,,,,
540,car,0.11,,1252,315,1291,347,Si,0,0,0,0,0,???
541,person,0.61,1,693,286,734,403,No,,,,,,
542,person,0.64,1,693,285,734,404,No,,,,,,
543,person,0.6,,694,288,735,404,No,,,,,,
543,car,0.59,,1343,321,1382,352,Si,0,0,0,0,0,???
543,car,0.14,,1360,322,1398,356,Si,0.14,0,0,0,0,???
543,car,0.56,,1130,312,1186,346,Si,0,0,0,0,0,???
543,car,0.28,,1384,324,1437,361,Si,0.28,0,0,0,0,5
543,car,0.47,,1266,317,1310,353,Si,0,0,0,0,0,???
543,car,0.47,,1386,323,1449,369,Si,0,0,0,0,0,???
543,person,0.46,,863,254,893,367,No,,,,,,
543,car,0.29,,1457,324,1513,381,Si,0.29,0,0,0,0,J
543,car,0.19,,1432,325,1515,381,Si,0.24,0,0,0,0,???
543,person,0.43,,663,283,701,402,No,,,,,,
543,person,0.42,,854,248,893,364,No,,,,,,
543,car,0.42,,1306,319,1347,350,Si,0.42,0,0,0,0,???
543,car,0.32,,1427,324,1472,377,Si,0,0,0,0,0,???
543,car,0.29,,1279,319,1321,353,Si,0,0,0,0,0,???
543,person,0.28,,662,285,737,401,No,,,,,,
543,car,0.22,,1508,313,1568,383,Si,0,0,0,0,0,???
543,person,0.21,,867,287,891,367,No,,,,,,
543,car,0.19,,1118,310,1165,344,Si,0,0,0,0,0,???
543,car,0.18,,1227,319,1250,341,Si,0,0,0,0,0,???
543,car,0.11,,1249,315,1278,345,Si,0,0,0,0,0,???
544,car,0.61,1,1131,312,1187,346,Si,0,0,0,0,0,???
545,car,0.64,1,1131,312,1188,346,Si,0,0,0,0,0,???
546,car,0.66,1,1133,312,1189,346,Si,0,0,0,0,0,???
547,car,0.21,1,1135,312,1190,346,Si,0.21,0,0,0,0,???
548,car,0.19,1,1138,313,1190,346,Si,0.19,0,0,0,0,CC
549,car,0.69,1,1140,313,1189,345,Si,0,0,0,0,0,???
550,car,0.69,1,1141,313,1189,345,Si,0,0,0,0,0,???
550,person,0.63,2,667,284,709,397,No,,,,,,
551,car,0.67,1,1142,312,1190,346,Si,0,0,0,0,0,???
552,car,0.68,1,1143,312,1190,345,Si,0,0,0,0,0,???
552,person,0.62,2,671,284,713,397,No,,,,,,
553,person,0.64,1,672,284,714,397,No,,,,,,
553,person,0.63,2,708,284,749,404,No,,,,,,
553,car,0.63,3,1141,313,1189,345,Si,0,0,0,0,0,???
554,person,0.69,1,671,283,716,397,No,,,,,,
554,car,0.64,2,1141,313,1189,345,Si,0,0,0,0,0,???
555,person,0.66,1,672,284,716,397,No,,,,,,
555,car,0.63,2,1142,313,1189,345,Si,0,0,0,0,0,???
556,person,0.73,1,675,283,717,399,No,,,,,,
556,car,0.62,2,1141,313,1189,345,Si,0,0,0,0,0,???
556,car,0.61,3,1343,321,1384,353,Si,0,0,0,0,0,???
557,person,0.76,1,676,283,721,400,No,,,,,,
557,person,0.62,2,715,287,756,405,No,,,,,,
557,car,0.61,3,1142,312,1189,344,Si,0,0,0,0,0,???
558,person,0.81,1,680,282,723,401,No,,,,,,
558,person,0.72,2,716,284,757,404,No,,,,,,
558,car,0.61,3,1343,321,1384,352,Si,0,0,0,0,0,???
559,person,0.79,1,681,282,723,401,No,,,,,,
559,person,0.69,2,717,282,758,405,No,,,,,,
559,car,0.61,3,1343,321,1385,352,Si,0,0,0,0,0,???
560,person,0.8,1,684,281,724,399,No,,,,,,
560,person,0.73,2,718,282,758,404,No,,,,,,
560,car,0.61,3,1343,321,1384,352,Si,0,0,0,0,0,???
561,person,0.77,1,683,279,725,398,No,,,,,,
561,person,0.72,2,719,282,759,403,No,,,,,,
562,person,0.76,1,687,280,726,399,No,,,,,,
562,person,0.73,2,719,279,759,405,No,,,,,,
563,person,0.79,1,687,282,730,397,No,,,,,,
564,person,0.76,1,688,282,729,396,No,,,,,,
565,person,0.76,1,688,282,731,396,No,,,,,,
565,car,0.64,2,1145,314,1190,346,Si,0,0,0,0,0,???
566,person,0.77,1,689,282,731,395,No,,,,,,
566,car,0.65,2,1144,314,1190,346,Si,0,0,0,0,0,???
567,person,0.76,1,690,282,732,395,No,,,,,,
567,car,0.68,2,1144,314,1190,346,Si,0,0,0,0,0,???
568,person,0.77,1,690,284,732,395,No,,,,,,
568,car,0.7,2,1144,314,1191,346,Si,0,0,0,0,0,???
569,person,0.74,1,691,283,732,394,No,,,,,,
569,car,0.72,2,1144,313,1191,346,Si,0,0,0,0,0,???
570,car,0.71,1,1144,313,1191,346,Si,0,0,0,0,0,???
570,person,0.7,2,692,284,732,395,No,,,,,,
571,car,0.71,1,1145,313,1191,346,Si,0,0,0,0,0,???
571,person,0.68,2,692,283,734,394,No,,,,,,
572,car,0.71,1,1145,313,1191,346,Si,0,0,0,0,0,???
572,person,0.7,2,693,283,734,393,No,,,,,,
573,car,0.72,1,1145,313,1191,346,Si,0,0,0,0,0,???
573,person,0.68,2,693,283,734,393,No,,,,,,
574,car,0.72,1,1145,313,1191,346,Si,0,0,0,0,0,???
574,person,0.67,2,694,284,735,393,No,,,,,,
575,car,0.72,1,1145,313,1191,346,Si,0,0,0,0,0,???
575,person,0.69,2,695,282,735,394,No,,,,,,
575,person,0.64,3,732,279,771,397,No,,,,,,
576,car,0.72,1,1145,313,1191,346,Si,0,0,0,0,0,???
576,person,0.66,2,734,278,772,394,No,,,,,,
576,person,0.66,3,696,283,736,393,No,,,,,,
577,person,0.7,1,697,284,740,393,No,,,,,,
577,car,0.7,2,1146,312,1191,347,Si,0,0,0,0,0,???
577,person,0.68,3,735,283,773,394,No,,,,,,
578,person,0.72,1,698,284,740,390,No,,,,,,
578,car,0.71,2,1146,313,1192,347,Si,0,0,0,0,0,???
578,person,0.7,3,736,283,775,390,No,,,,,,
579,car,0.72,1,1145,313,1192,347,Si,0,0,0,0,0,???
579,person,0.7,2,738,285,776,391,No,,,,,,
579,person,0.69,3,698,283,738,389,No,,,,,,
580,car,0.71,1,1146,313,1192,347,Si,0,0,0,0,0,???
580,person,0.67,2,698,283,739,390,No,,,,,,
580,person,0.66,3,739,285,777,391,No,,,,,,
581,car,0.7,1,1146,313,1192,347,Si,0,0,0,0,0,???
581,person,0.66,2,699,283,740,392,No,,,,,,
581,person,0.62,3,741,286,778,392,No,,,,,,
582,person,0.74,1,699,283,742,394,No,,,,,,
582,car,0.69,2,1146,313,1192,347,Si,0,0,0,0,0,???
582,person,0.61,3,742,287,778,390,No,,,,,,
583,person,0.76,1,700,284,743,393,No,,,,,,
583,car,0.65,2,1146,312,1192,347,Si,0,0,0,0,0,???
584,person,0.79,1,701,282,745,394,No,,,,,,
584,person,0.67,2,743,286,782,399,No,,,,,,
584,car,0.63,3,1146,312,1192,347,Si,0,0,0,0,0,???
585,person,0.79,1,703,282,745,394,No,,,,,,
585,person,0.65,2,745,287,783,397,No,,,,,,
585,car,0.63,3,1146,312,1192,347,Si,0,0,0,0,0,???
585,car,0.61,4,1343,322,1384,353,Si,0,0,0,0,0,???
586,person,0.76,1,704,282,744,392,No,,,,,,
586,person,0.71,2,744,286,783,394,No,,,,,,
586,car,0.61,3,1146,313,1192,348,Si,0,0,0,0,0,???
587,person,0.78,1,704,281,747,393,No,,,,,,
587,car,0.62,2,1147,313,1191,348,Si,0,0,0,0,0,???
587,person,0.62,3,748,284,784,395,No,,,,,,
588,person,0.75,1,706,283,749,393,No,,,,,,
588,person,0.64,2,749,285,786,393,No,,,,,,
588,car,0.63,3,1147,313,1191,348,Si,0,0,0,0,0,???
589,person,0.79,1,707,282,751,392,No,,,,,,
590,person,0.8,1,709,283,754,392,No,,,,,,
591,person,0.75,1,711,282,754,392,No,,,,,,
592,person,0.76,1,712,281,754,392,No,,,,,,
593,person,0.77,1,713,280,752,391,No,,,,,,
593,person,0.67,2,754,287,790,383,No,,,,,,
594,person,0.77,1,713,279,755,392,No,,,,,,
594,person,0.68,2,755,288,789,391,No,,,,,,
594,car,0.61,3,1147,312,1192,347,Si,0,0,0,0,0,???
595,person,0.75,1,713,279,754,391,No,,,,,,
595,person,0.7,2,754,286,791,391,No,,,,,,
595,car,0.62,3,1147,312,1192,346,Si,0,0,0,0,0,???
596,person,0.72,1,755,287,792,392,No,,,,,,
596,person,0.72,2,715,280,755,391,No,,,,,,
596,car,0.62,3,1146,312,1192,347,Si,0,0,0,0,0,???
597,person,0.71,1,717,280,758,393,No,,,,,,
597,person,0.68,2,756,288,792,393,No,,,,,,
597,car,0.62,3,1146,312,1192,347,Si,0,0,0,0,0,???
598,person,0.68,1,718,281,758,391,No,,,,,,
598,car,0.65,2,1146,312,1192,347,Si,0,0,0,0,0,???
598,person,0.63,3,757,289,793,391,No,,,,,,
599,car,0.66,1,1145,312,1192,347,Si,0,0,0,0,0,???
599,person,0.66,2,720,280,760,390,No,,,,,,
599,person,0.64,3,757,287,793,392,No,,,,,,
600,car,0.67,1,1146,312,1192,347,Si,0,0,0,0,0,???
600,person,0.62,2,720,280,759,390,No,,,,,,
600,person,0.61,3,756,288,793,393,No,,,,,,
601,car,0.67,1,1145,312,1193,347,Si,0,0,0,0,0,???
601,person,0.64,2,720,282,761,390,No,,,,,,
602,person,0.72,1,720,281,764,391,No,,,,,,
602,car,0.68,2,1145,312,1192,347,Si,0,0,0,0,0,???
603,person,0.74,1,722,280,764,391,No,,,,,,
603,car,0.68,2,1145,312,1193,348,Si,0,0,0,0,0,???
603,person,0.62,3,766,288,799,387,No,,,,,,
604,person,0.76,1,723,280,766,391,No,,,,,,
604,person,0.68,2,767,288,804,392,No,,,,,,
604,car,0.68,3,1144,312,1193,348,Si,0,0,0,0,0,???
605,person,0.78,1,723,281,764,391,No,,,,,,
605,person,0.71,2,768,287,804,390,No,,,,,,
605,car,0.68,3,1144,312,1193,348,Si,0,0,0,0,0,???
606,person,0.76,1,724,281,765,388,No,,,,,,
606,person,0.71,2,767,286,804,390,No,,,,,,
606,car,0.67,3,1144,312,1193,348,Si,0,0,0,0,0,???
607,person,0.76,1,725,281,767,388,No,,,,,,
607,person,0.74,2,767,285,805,389,No,,,,,,
607,car,0.69,3,1144,312,1192,348,Si,0,0,0,0,0,???
608,person,0.72,1,726,280,769,385,No,,,,,,
608,car,0.68,2,1144,312,1192,349,Si,0,0,0,0,0,???
608,person,0.64,3,769,291,805,388,No,,,,,,
609,person,0.77,1,728,279,770,385,No,,,,,,
609,car,0.68,2,1144,312,1192,349,Si,0,0,0,0,0,???
609,person,0.66,3,768,290,804,389,No,,,,,,
610,person,0.77,1,729,278,771,388,No,,,,,,
610,car,0.67,2,1144,312,1193,349,Si,0,0,0,0,0,???
610,person,0.61,3,770,288,806,388,No,,,,,,
611,person,0.8,1,729,277,771,387,No,,,,,,
611,car,0.67,2,1144,312,1193,349,Si,0,0,0,0,0,???
611,person,0.66,3,771,287,806,389,No,,,,,,
612,person,0.8,1,730,278,771,388,No,,,,,,
612,car,0.68,2,1144,312,1194,349,Si,0,0,0,0,0,???
613,person,0.79,1,731,279,773,390,No,,,,,,
613,car,0.67,2,1144,312,1193,350,Si,0,0,0,0,0,???
614,person,0.79,1,732,280,776,390,No,,,,,,
614,car,0.66,2,1144,312,1193,350,Si,0,0,0,0,0,???
615,person,0.79,1,734,280,778,390,No,,,,,,
615,car,0.65,2,1144,312,1192,350,Si,0,0,0,0,0,???
616,person,0.79,1,735,281,778,390,No,,,,,,
616,car,0.62,2,1143,312,1193,351,Si,0,0,0,0,0,???
617,person,0.78,1,737,280,777,390,No,,,,,,
617,car,0.61,2,1144,312,1193,351,Si,0,0,0,0,0,???
618,person,0.8,1,737,284,777,390,No,,,,,,
619,person,0.79,1,738,285,777,389,No,,,,,,
619,car,0.61,2,1143,312,1193,352,Si,0,0,0,0,0,???
620,person,0.8,1,739,284,776,389,No,,,,,,
620,person,0.65,2,776,284,813,387,No,,,,,,
620,car,0.62,3,1143,312,1193,352,Si,0,0,0,0,0,???
621,person,0.74,1,742,285,778,389,No,,,,,,
621,car,0.65,2,1143,313,1193,352,Si,0,0,0,0,0,???
621,person,0.65,3,778,285,814,385,No,,,,,,
622,person,0.68,1,744,287,780,391,No,,,,,,
622,car,0.67,2,1143,313,1192,352,Si,0,0,0,0,0,???
622,person,0.64,3,778,285,814,383,No,,,,,,
623,person,0.7,1,744,288,781,390,No,,,,,,
623,car,0.67,2,1143,313,1192,352,Si,0,0,0,0,0,???
623,person,0.64,3,778,286,814,383,No,,,,,,
624,person,0.71,1,745,286,781,391,No,,,,,,
624,car,0.69,2,1143,313,1192,352,Si,0,0,0,0,0,???
624,person,0.64,3,779,286,814,384,No,,,,,,
625,car,0.71,1,1142,314,1193,352,Si,0,0,0,0,0,???
625,car,0.68,2,1835,415,1919,554,Si,0,0,0,0,0,???
625,person,0.64,3,779,286,815,385,No,,,,,,
625,person,0.61,4,746,285,782,389,No,,,,,,
626,car,0.75,1,1815,411,1919,551,Si,0,0,0,0,0,???
626,car,0.71,2,1142,313,1193,353,Si,0,0,0,0,0,???
626,person,0.62,3,747,283,784,386,No,,,,,,
627,car,0.83,1,1791,395,1919,546,Si,0,0,0,0,0,???
627,car,0.73,2,1142,313,1192,353,Si,0,0,0,0,0,???
627,person,0.61,3,747,282,787,385,No,,,,,,
628,car,0.88,1,1771,377,1919,542,Si,0,0,0,0,0,???
628,car,0.74,2,1142,313,1192,353,Si,0,0,0,0,0,???
628,person,0.61,3,747,283,789,384,No,,,,,,
629,car,0.87,1,1753,363,1919,544,Si,0,0,0,0,0,???
629,car,0.73,2,1142,313,1192,353,Si,0,0,0,0,0,???
629,person,0.62,3,748,282,789,386,No,,,,,,
630,car,0.87,1,1735,347,1919,534,Si,0,0,0,0,0,???
630,car,0.74,2,1142,313,1193,353,Si,0,0,0,0,0,???
630,person,0.63,3,748,281,788,387,No,,,,,,
631,car,0.91,1,1719,345,1918,551,Si,0,0,0,0,0,???
631,car,0.75,2,1142,313,1193,354,Si,0,0,0,0,0,???
631,person,0.68,3,748,283,787,387,No,,,,,,
631,person,0.61,4,785,286,817,381,No,,,,,,
632,car,0.91,1,1699,345,1919,557,Si,0,0,0,0,0,???
632,car,0.75,2,1142,313,1193,354,Si,0,0,0,0,0,???
632,person,0.63,3,748,284,787,386,No,,,,,,
632,person,0.61,4,785,287,818,382,No,,,,,,
633,car,0.91,1,1685,344,1919,554,Si,0,0,0,0,0,???
633,car,0.75,2,1142,312,1193,354,Si,0,0,0,0,0,???
633,person,0.66,3,748,284,787,386,No,,,,,,
634,car,0.9,1,1673,345,1919,546,Si,0,0,0,0,0,???
634,car,0.74,2,1142,312,1194,354,Si,0,0,0,0,0,???
634,person,0.71,3,748,283,787,387,No,,,,,,
634,person,0.62,4,787,287,820,383,No,,,,,,
635,car,0.9,1,1660,343,1919,540,Si,0,0,0,0,0,???
635,car,0.74,2,1142,312,1194,354,Si,0,0,0,0,0,???
635,person,0.72,3,749,281,789,387,No,,,,,,
636,car,0.91,1,1645,343,1919,532,Si,0,0,0,0,0,???
636,person,0.77,2,749,282,789,385,No,,,,,,
636,car,0.71,3,1142,311,1194,354,Si,0,0,0,0,0,???
637,car,0.92,1,1634,340,1919,530,Si,0,0,0,0,0,???
637,person,0.75,2,751,282,790,384,No,,,,,,
637,car,0.71,3,1141,311,1194,354,Si,0,0,0,0,0,???
638,car,0.91,1,1622,338,1919,524,Si,0,0,0,0,0,???
638,car,0.71,2,1141,311,1193,354,Si,0,0,0,0,0,???
638,person,0.7,3,753,281,791,384,No,,,,,,
639,car,0.9,1,1612,339,1919,521,Si,0,0,0,0,0,???
639,person,0.73,2,754,281,792,384,No,,,,,,
639,car,0.7,3,1140,311,1194,353,Si,0,0,0,0,0,???
640,car,0.9,1,1600,337,1919,521,Si,0,0,0,0,0,???
640,person,0.72,2,755,281,794,385,No,,,,,,
640,car,0.7,3,1139,312,1194,354,Si,0,0,0,0,0,???
641,car,0.11,1,1591,337,1917,514,Si,0.11,0,0,0,0,???
641,person,0.76,2,755,280,795,386,No,,,,,,
641,car,0.7,3,1139,312,1195,354,Si,0,0,0,0,0,???
642,car,0.41,1,1581,335,1918,510,Si,0.41,0,0,0,0,29
642,person,0.74,2,755,282,796,387,No,,,,,,
642,car,0.71,3,1138,312,1194,355,Si,0,0,0,0,0,???
643,car,0.22,1,1571,335,1904,504,Si,0.22,0,0,0,0,E8
643,person,0.76,2,756,282,796,386,No,,,,,,
643,car,0.7,3,1138,312,1195,355,Si,0,0,0,0,0,???
644,car,0.31,1,1564,334,1887,501,Si,0.31,0,0,0,0,???
644,person,0.78,2,757,281,797,388,No,,,,,,
644,car,0.69,3,1138,312,1195,355,Si,0,0,0,0,0,???
645,car,0.19,1,1553,333,1864,496,Si,0.19,0,0,0,0,172E8
645,person,0.81,2,758,280,800,385,No,,,,,,
645,car,0.68,3,1138,312,1195,356,Si,0,0,0,0,0,???
646,car,0.34,1,1547,334,1848,492,Si,0.34,0,0,0,0,BE6S
646,person,0.79,2,759,283,800,385,No,,,,,,
646,car,0.66,3,1138,311,1195,356,Si,0,0,0,0,0,???
647,car,0.39,1,1538,332,1829,488,Si,0.39,0,0,0,0,E
647,person,0.79,2,760,285,800,386,No,,,,,,
647,car,0.65,3,1138,311,1196,356,Si,0,0,0,0,0,???
648,car,0.28,1,1529,334,1812,484,Si,0.28,0,0,0,0,1X3
648,person,0.76,2,762,285,801,386,No,,,,,,
648,car,0.64,3,1138,310,1196,356,Si,0,0,0,0,0,???
649,car,0.23,1,1524,335,1795,483,Si,0.23,0,0,0,0,4575
649,person,0.75,2,763,286,801,384,No,,,,,,
649,car,0.68,3,1138,309,1193,357,Si,0,0,0,0,0,???
650,car,0.11,1,1515,335,1783,477,Si,0.11,0,0,0,0,???
